word,count,mean,std,min,max
runabout,4,0.80125,0.7020047631604788,0.149,1.938
spank,2,1.5910000000000002,0.7020000000000001,0.889,2.293
edmunds,2,0.891,0.702,0.189,1.593
bureaucracy,2,1.383,0.702,0.681,2.085
timid,33,1.2336060606060606,0.7019731471767339,0.18,3.231
childhood,41,1.4120975609756097,0.7019637543584965,0.319,3.29
comforted,28,1.0804642857142857,0.7019470616050175,0.118,2.81
esters,5,1.3198,0.7019422768290853,0.345,2.248
sparkling,36,1.107111111111111,0.7019377060750309,0.248,3.289
equivalent,14,1.4719285714285715,0.7019347206406137,0.546,2.862
restoring,6,1.2951666666666668,0.7019243588561062,0.442,2.373
resumed,95,1.0370736842105261,0.7019211118083114,0.001,2.754
awkward,52,1.3001153846153848,0.7018793084351949,0.124,3.302
jersey,26,1.3405384615384615,0.7018740425444105,0.221,2.743
camphor,8,1.155875,0.701872395364713,0.304,2.483
hushed,15,1.1953333333333336,0.7018601633437311,0.373,2.416
righteousness,12,1.0951666666666666,0.7018265257328354,0.188,2.596
quarrelled,21,1.6744285714285716,0.7018044478294487,0.402,3.396
boxes,33,1.1763333333333332,0.7017747487476291,0.022,3.139
reverend,30,1.0065666666666666,0.7017581104309059,0.122,3.057
suits,24,1.1612083333333334,0.7017178314184096,0.051,2.34
unquestionably,11,2.3983636363636363,0.7017136521308225,0.948,3.49
harsh,34,1.4190588235294117,0.7016994891051159,0.11,2.903
douglas,30,1.2127666666666665,0.7016915126242363,0.186,3.333
egad,6,2.3284999999999996,0.701667240696519,1.366,3.393
collared,3,1.136,0.7016642121888977,0.433,2.094
gruesome,4,1.3685,0.7016343420899521,0.839,2.569
companions,128,1.483828125,0.7015988337960549,0.089,3.287
repressed,8,1.432375,0.7015867618299251,0.492,2.868
moors,11,1.6353636363636364,0.7015294036120163,0.572,2.831
trailed,13,1.2550000000000001,0.7015048659297218,0.402,2.512
stoppin,2,1.0315,0.7015,0.33,1.733
leathers,2,1.0295,0.7015,0.328,1.731
deceitful,6,1.7221666666666666,0.7014958818284126,1.067,2.886
auspicious,8,0.859625,0.7014930394344623,0.097,2.482
wet,108,1.0150000000000001,0.7014888531624085,0.095,3.007
adore,7,1.1717142857142857,0.7014869338536156,0.407,2.319
pastime,6,1.0173333333333334,0.7014774091555306,0.256,2.41
signifies,13,1.2329230769230768,0.7014573249301947,0.328,2.802
quarter,132,1.2474545454545456,0.7014548341108789,0.028,3.332
kepler,30,1.3927000000000003,0.70145383074488,0.349,3.257
marie,22,1.0247272727272725,0.7014063263977192,0.0,2.405
pellucidar,8,0.888625,0.7013998391609453,0.306,2.457
carry,286,1.2065104895104894,0.7013513715631179,0.07,3.754
area,45,1.1281777777777777,0.7013089440907826,0.068,2.855
candle,74,1.4140000000000001,0.7012826472623941,0.167,3.453
heave,13,1.2666153846153845,0.7012501516206104,0.143,2.294
niece,35,0.9844,0.7012275848212802,0.0,2.758
hoss,5,2.3882,0.7012107814345127,1.503,3.425
alison,19,1.005263157894737,0.7012061670027293,0.186,3.066
dream,266,0.9940263157894736,0.7011834539901698,0.001,3.397
siren,5,1.2752,0.7011620069570227,0.289,2.219
volunteered,10,1.3254,0.7011590689708006,0.141,2.328
lash,12,1.4354166666666668,0.701109532376282,0.442,2.824
loomed,13,1.2494615384615386,0.7010963519193038,0.358,2.441
movement,169,1.0155562130177516,0.7010955742525738,0.039,3.186
blade,35,1.1032,0.7010740657835558,0.032,2.679
wicked,105,0.9832000000000001,0.7010562425641008,0.0,2.971
egg,100,0.92942,0.7010139824568409,0.0,3.092
coddling,2,1.718,0.7010000000000001,1.017,2.419
suavest,2,2.028,0.7010000000000001,1.327,2.729
gruesomely,2,1.4569999999999999,0.701,0.756,2.158
swampy,2,1.599,0.701,0.898,2.3
continued,426,1.0683708920187793,0.7009929198691781,0.0,3.963
milder,6,1.4028333333333334,0.7009710922871372,0.624,2.713
twisting,19,1.294421052631579,0.7009691273169764,0.366,2.977
way,2167,0.8580489155514536,0.7009495349106385,0.0,3.884
trousers,24,1.3426666666666665,0.7009420843090787,0.25,2.996
place,1565,0.9842632587859426,0.7009407113690544,0.0,4.137
adultery,3,1.1243333333333332,0.7008900690471288,0.558,2.112
train,207,1.1848695652173913,0.7008711400588868,0.023,3.938
tapped,18,1.5503888888888888,0.7008671723014829,0.672,3.341
paying,38,1.212921052631579,0.7008537793884703,0.085,2.859
inflammation,5,1.4544,0.7008288236081618,0.387,2.36
remedies,14,0.9802142857142858,0.7007946691915877,0.17,2.175
steadily,80,1.34225,0.700778183521719,0.047,3.519
cloisters,6,1.6653333333333336,0.7007742543469727,0.778,2.713
fawning,3,1.649,0.7007595878758991,1.055,2.633
room,1285,0.7419704280155642,0.7007437521158421,0.0,4.415
russian,51,0.9997254901960783,0.7006503723343125,0.077,3.559
confound,18,1.8822777777777777,0.700603296020695,0.548,3.368
affair,129,1.0821472868217055,0.7005854484319912,0.071,4.075
jip,5,1.1024,0.7005628023239601,0.247,2.153
saucepan,17,1.1577647058823528,0.7005564619653323,0.377,2.898
conceived,51,1.4244705882352944,0.7005453996552153,0.009,3.347
survey,18,1.767777777777778,0.7005361086383576,0.486,2.779
filling,39,1.1794615384615386,0.7005304161171914,0.2,3.359
final,107,1.1796635514018692,0.7005299054891118,0.007,4.131
crooning,2,1.2245,0.7005,0.524,1.925
younger,83,0.9077590361445782,0.7004884455994603,0.02,2.75
eloquence,26,1.0824615384615384,0.7004707884300294,0.205,3.049
preparations,46,1.4649782608695652,0.7003889754405865,0.128,3.653
yankee,11,0.8866363636363634,0.7003847348846948,0.142,2.47
stature,17,1.4109411764705884,0.70038447177568,0.227,2.836
departments,7,1.1575714285714285,0.7003596743598162,0.295,2.554
depart,45,1.4909333333333332,0.700287382278003,0.026,3.176
rome,82,1.0829390243902441,0.7002705112775361,0.0,3.515
catholic,42,1.353642857142857,0.7002690238631957,0.186,3.618
shyness,11,1.6060909090909092,0.7002324879567375,0.44,3.092
biblical,15,0.9593333333333331,0.7002273599021647,0.109,3.134
impatience,48,1.5203541666666667,0.7002199800057876,0.354,3.401
brink,18,1.183388888888889,0.7002038702239107,0.132,2.601
expressed,121,1.1990909090909092,0.7001795873527409,0.048,3.79
hostess,20,1.1145,0.7001766562803989,0.151,2.674
jumps,7,1.4529999999999998,0.7001444748866378,0.381,2.333
sums,28,1.246535714285714,0.7001423060524837,0.243,2.55
whereupon,39,1.7330256410256413,0.7001412856383762,0.852,4.075
instruct,9,1.2152222222222222,0.7001275721494981,0.271,2.474
recalled,48,1.7475625,0.7001248372686236,0.3,3.239
novel,34,0.9168823529411766,0.7000982185171837,0.147,2.739
braided,6,0.9215000000000001,0.700097790788306,0.141,2.261
opinion,276,1.1155978260869563,0.700041179841254,0.0,3.391
tito,24,1.0805416666666667,0.7000296409895005,0.016,2.529
telling,146,1.2341301369863014,0.7000211177215625,0.131,3.516
abreast,10,1.6129000000000002,0.7000186354662281,0.267,2.867
jumping,41,0.9565853658536585,0.7000064102706405,0.028,2.831
writhed,4,1.6124999999999998,0.699980535443665,0.748,2.698
tumult,25,1.3636399999999997,0.6999100445057207,0.278,2.917
perfection,60,1.4842000000000002,0.6998932728161725,0.461,3.399
tiller,9,1.9304444444444444,0.6998906440153683,0.851,3.004
invariably,38,1.7669736842105261,0.6998679005747068,0.442,3.328
coast,114,1.3057456140350878,0.6998653104931266,0.077,3.454
cigarette,23,1.1073043478260869,0.6998490169335351,0.166,3.183
dexterity,7,1.67,0.6998301834833117,0.847,2.734
seaward,10,1.6035,0.6998268714475032,0.654,2.873
finest,56,1.6001964285714283,0.6998245550453255,0.006,3.69
revenues,12,1.2946666666666666,0.699780005112718,0.057,2.605
wither,6,1.3270000000000002,0.699771867587335,0.33,2.044
figures,99,0.9990303030303032,0.6997704451099682,0.001,2.988
diligently,6,1.7921666666666667,0.6997674415276995,0.743,2.68
voss,7,1.0994285714285714,0.6997335936203266,0.067,2.097
along,641,0.9274024960998438,0.6997010149941081,0.017,3.818
gaps,13,0.9185384615384614,0.6996901089201634,0.244,2.635
spurted,4,2.27775,0.6996879215050091,1.614,3.267
laplace,4,2.18825,0.699592515325886,1.415,3.303
wingfold,18,1.196777777777778,0.6995645118020493,0.018,2.299
swan,12,1.3179166666666666,0.6995622986712636,0.301,2.642
nut,24,0.7213750000000001,0.6995170841671179,0.003,3.223
bluff,27,1.1623703703703703,0.6994780142759445,0.015,2.86
practised,25,1.32212,0.6994686165940541,0.379,2.867
heaven,233,1.0779484978540772,0.6994176467303562,0.018,3.396
supple,11,1.34,0.6994027322066892,0.287,2.281
held,545,1.0393522935779818,0.6993969228597939,0.003,4.067
convictions,13,1.1999230769230769,0.699368887095134,0.188,2.722
counter,50,1.23594,0.6993475648059411,0.179,2.918
infected,9,1.3717777777777778,0.6993172508124983,0.185,2.587
projectiles,7,1.1707142857142858,0.699316955379771,0.269,2.161
seasons,18,1.0386666666666666,0.6993160150381864,0.04,2.34
respectable,52,1.5663461538461536,0.6992800936736896,0.001,3.196
broom,13,1.4445384615384615,0.6992576960204206,0.417,2.544
bars,48,1.1413541666666667,0.6992536345270617,0.155,3.109
end,847,0.7631357733175915,0.6992342272715476,0.0,3.493
boarders,6,0.9333333333333335,0.6992302116534216,0.123,1.811
wondering,87,1.1522298850574713,0.6992274176801271,0.019,2.902
misfortune,59,1.5359322033898306,0.6991877336803352,0.247,2.852
privilege,41,1.1475853658536583,0.6991788206177844,0.013,2.762
pounding,19,1.6633684210526314,0.6991522092036534,0.386,3.245
bowling,10,1.718,0.699124881548354,0.548,2.763
rice,73,1.049739726027397,0.6991159981239177,0.009,2.585
grotesque,14,1.7462142857142855,0.6991156841295425,0.298,2.895
grateful,69,1.328072463768116,0.6990914045033394,0.041,2.948
lawful,7,1.151142857142857,0.6990811170123716,0.226,1.992
humor,39,1.0574871794871794,0.699039996353786,0.022,2.703
cane,24,1.1854583333333333,0.6990391607513051,0.081,3.071
desired,104,1.4231442307692308,0.6989448836291252,0.005,3.852
pace,67,1.530134328358209,0.6989372934425858,0.249,3.086
torch,12,1.1420000000000001,0.6989355001238192,0.391,2.931
norhala,5,1.0332000000000001,0.6989201384993853,0.402,2.344
christian,134,0.9113731343283582,0.6988829645113736,0.0,3.362
christmas,150,0.9262999999999999,0.6988635322197508,0.0,4.323
gaiety,15,1.2684,0.6988472222167016,0.22,3.03
contributor,6,1.4213333333333333,0.6988120077833682,0.243,2.161
helpers,5,1.1528,0.6987973669097503,0.249,2.035
edge,175,0.9781371428571429,0.6987971899059183,0.0,3.243
simmer,13,1.2436153846153848,0.6987806455051144,0.169,2.602
tails,23,1.1519565217391305,0.6987731782426827,0.0,2.615
sprinkling,7,1.2437142857142856,0.6987700856884624,0.467,2.336
gasping,18,1.648111111111111,0.6987653308903647,0.256,2.768
slow,141,1.2646737588652484,0.6987555046429685,0.002,3.56
wrap,21,1.2358095238095237,0.6987545123151089,0.132,2.987
wail,11,1.0900909090909092,0.6987257824127175,0.255,2.647
ass,22,1.0510909090909089,0.6987179759512098,0.002,2.681
thin,180,1.2184000000000001,0.6987073827194519,0.0,3.943
obeyed,57,1.203175438596491,0.6986890763148152,0.035,3.459
consented,50,1.6594399999999998,0.6986887764949427,0.195,3.202
conscious,120,1.4616250000000002,0.6986298145000206,0.142,3.07
foster,12,1.7788333333333333,0.6986173050310799,0.747,3.15
answer,515,0.9093223300970874,0.6986166087391719,0.001,3.501
japanese,21,1.1254285714285717,0.6985847306163656,0.196,2.666
dove,22,0.824,0.6985806389321917,0.066,2.448
proverbs,7,1.5758571428571428,0.6985723049950681,0.413,2.576
council,78,1.265217948717949,0.6985414226551085,0.112,3.912
struck,338,1.1462633136094673,0.6985309427671914,0.0,3.566
party,412,0.9606189320388349,0.6985297722010757,0.0,3.638
inflicting,2,1.8304999999999998,0.6985,1.132,2.529
recovered,95,1.3811157894736847,0.6984603196830477,0.094,3.45
conceivable,9,1.2915555555555556,0.6984551383209329,0.494,2.618
waving,29,1.164655172413793,0.698454366285723,0.161,3.526
secretive,4,1.361,0.6983433969044169,0.445,2.382
reluctantly,22,1.3195454545454546,0.698296480878009,0.456,2.679
floors,18,1.3078888888888889,0.6982684845696603,0.11,2.412
dinsmore,23,1.097086956521739,0.6982570171532692,0.297,2.976
jos,12,1.5500833333333333,0.6982417750241594,0.331,2.612
waterloo,7,1.2734285714285716,0.6982219984959465,0.351,2.256
seventh,55,1.047909090909091,0.698133935384563,0.05,2.983
tickling,3,1.5276666666666665,0.6981185827318704,0.74,2.437
spoonful,27,1.3531481481481482,0.6980937909873495,0.289,2.689
size,137,1.3435912408759125,0.6980585125407304,0.045,3.333
impetuosity,8,1.716,0.6980522903049599,0.658,2.951
inducements,5,1.3214,0.6979924354890962,0.394,2.039
imperfection,3,1.0093333333333334,0.6979858323936254,0.457,1.994
advancing,37,1.2503513513513513,0.6979837455017561,0.313,2.732
reasoning,45,0.9430222222222222,0.6979422927080843,0.053,2.675
sugar,112,1.1004017857142858,0.6979160364437708,0.109,3.499
shoal,6,1.6793333333333333,0.6979022535825169,0.378,2.608
rouse,11,1.6780000000000002,0.6978558069348761,0.305,2.585
visions,16,1.328375,0.6978516026885658,0.157,2.815
threshold,28,1.2381785714285714,0.6978501196824547,0.133,2.906
jeering,4,1.53925,0.6978041899415623,0.502,2.387
driving,78,1.1088076923076926,0.6977912232343422,0.056,3.288
eighteenth,21,0.9540000000000001,0.6977762637735067,0.0,2.708
responsible,39,1.8040000000000003,0.6977540526207769,0.366,3.023
broth,26,1.0953076923076923,0.6977416741079626,0.079,2.507
disinterested,18,1.0950555555555554,0.6976999890292088,0.096,3.185
actress,9,0.9668888888888889,0.6976860873940443,0.135,2.361
everts,12,1.2825833333333332,0.6976658056611983,0.192,2.324
encounter,47,1.340382978723404,0.6976396848825633,0.085,3.409
slowly,320,1.47531875,0.697636490873605,0.09,3.821
discredit,5,1.6704,0.6976046444799517,0.93,2.94
gospel,36,1.2026388888888888,0.6975987047953134,0.167,2.987
lodge,47,1.0533404255319145,0.6975323153223568,0.022,2.978
critically,14,0.9127857142857143,0.6975320964014516,0.102,2.467
stowed,9,1.2896666666666665,0.6975130424905648,0.197,2.552
cheerily,4,1.2220000000000002,0.6975084228882115,0.47,1.996
casualties,2,1.6155000000000002,0.6975,0.918,2.313
vigilant,9,1.0870000000000002,0.6974800674173023,0.094,2.524
tolerably,12,1.602,0.6974631412005464,0.298,2.984
towels,4,1.6929999999999998,0.6974191709438449,1.054,2.855
alcohol,4,0.929,0.6974019644365794,0.164,2.044
bare,111,1.1700990990990994,0.6973123171555526,0.025,3.307
prayer,91,1.2395824175824175,0.697310611823159,0.17,3.47
attentions,25,1.2558799999999999,0.6972704106729326,0.123,2.894
shipped,6,1.1443333333333334,0.6972593172956211,0.196,2.365
usury,7,1.4887142857142857,0.6972506649662791,0.641,2.744
negotiations,10,1.7861,0.6972346018378606,0.942,2.877
satellites,6,1.0158333333333334,0.6972262704619084,0.066,1.928
jean,41,1.0502926829268293,0.6972090789014138,0.257,3.224
joints,23,1.604434782608696,0.6971949278973725,0.284,2.719
tiles,5,1.2550000000000001,0.697185484645227,0.442,2.225
fervently,6,1.9319999999999997,0.6971628217281813,0.457,2.512
about,3627,0.7596644609870415,0.6971599068096305,0.0,4.433
rests,26,0.9795384615384616,0.6971583106147209,0.067,2.422
lawyers,19,1.3366842105263157,0.6971379122512711,0.355,2.922
bluebeard,10,1.2625,0.697112939199955,0.377,2.334
shadow,150,1.4959666666666664,0.6971075901338488,0.065,4.755
artificial,45,1.0717555555555556,0.6970611373013148,0.213,3.325
wildly,27,1.5696296296296295,0.697044031137422,0.39,2.943
bantam,3,1.002,0.6970370626205372,0.476,1.987
mask,26,1.0298076923076924,0.6970329436663758,0.037,2.609
camp,265,1.2332490566037737,0.6970108836546761,0.0,3.841
suiting,2,1.762,0.6970000000000001,1.065,2.459
ingratiating,2,1.584,0.6970000000000001,0.887,2.281
lemme,2,1.46,0.6970000000000001,0.763,2.157
impair,2,1.2189999999999999,0.697,0.522,1.916
enquire,8,0.9804999999999999,0.6969826038001237,0.267,2.49
fires,51,1.3728627450980393,0.6969414136799938,0.027,2.731
galloway,14,0.9185,0.6969300795017286,0.193,2.57
damn,24,1.3363333333333334,0.6969184353678382,0.161,2.871
companion,149,1.4213422818791945,0.6969071632954501,0.103,3.921
paid,224,1.183142857142857,0.6968965945679518,0.009,3.494
manufactures,10,1.9558,0.6968890586025871,1.04,3.401
transgression,3,1.345,0.6968830604915002,0.682,2.308
tortured,13,1.2016153846153848,0.6968780423554467,0.01,2.379
i,27513,0.530198778759132,0.696856842450146,0.0,4.885
series,76,1.2916578947368418,0.696841021524837,0.001,4.062
laid,356,0.9262668539325842,0.6968043743349703,0.0,3.79
cheery,14,1.4742857142857144,0.6967896206963793,0.201,2.471
punch,25,1.39056,0.6967757217354807,0.016,2.715
sliced,30,1.365833333333333,0.696775673290112,0.336,2.806
bestirred,3,1.1466666666666667,0.6967545399126502,0.446,2.097
banking,11,1.2010909090909092,0.696744045157768,0.069,2.11
hiding,61,1.3977704918032787,0.6967038177167322,0.151,3.004
pattering,5,1.2102,0.6966716299663709,0.148,2.013
goethe,3,2.1326666666666667,0.6966612439980345,1.202,2.878
terror,159,1.5433899371069184,0.6966390375065005,0.151,3.822
education,150,1.4306,0.696638624634992,0.136,3.31
diseases,15,1.2181333333333333,0.6966217401781895,0.219,2.63
sallies,5,1.7482,0.6965949755776307,0.678,2.525
lilith,25,1.18268,0.6965902508648825,0.04,2.263
freckle,3,1.434,0.6965529412758229,0.557,2.261
drain,31,1.2623225806451615,0.6965340640581337,0.078,2.826
contemporaries,10,1.4726,0.6965327271564489,0.622,3.24
sultans,9,0.9959999999999999,0.6965326824907627,0.04,2.376
rugs,13,0.9119230769230768,0.6965011968114364,0.143,2.396
smokers,2,1.4785,0.6964999999999999,0.782,2.175
perch,19,1.603421052631579,0.6964919099382406,0.417,3.404
garbed,3,1.2956666666666667,0.696459777892609,0.42,2.124
revile,3,1.561,0.696452439151447,0.748,2.449
vestige,6,1.3155,0.6964420890019021,0.165,2.171
illusion,15,1.2254666666666665,0.6964416095808431,0.279,2.709
x,7,1.1248571428571428,0.6964350915445703,0.101,2.306
gave,1002,0.9530658682634731,0.6964304136169479,0.0,4.014
rumours,5,1.0818,0.6964235492859213,0.494,2.044
belt,69,1.1450144927536234,0.6964045237213249,0.112,2.937
martyrdom,6,1.15,0.6963966781463947,0.488,2.11
plague,31,1.4439677419354835,0.6963944230878104,0.447,2.78
associate,22,1.3161363636363637,0.6963915627559584,0.278,2.937
timidly,29,1.065,0.6963870802342914,0.204,3.355
passports,4,1.40575,0.696386521624306,0.254,1.965
impertinence,10,1.3582,0.6963691262541727,0.199,2.283
mathematician,4,1.86425,0.6963653405361298,1.069,2.837
invitation,58,1.4812068965517238,0.6963285678723775,0.177,2.892
airship,27,1.0589259259259258,0.6963088887750218,0.04,2.821
letters,182,0.9622307692307692,0.6962727547041923,0.027,3.832
flocked,8,1.357625,0.6962456350850611,0.452,2.891
knelt,43,1.1760697674418605,0.696243822413372,0.235,2.806
continuous,21,1.2475238095238095,0.6962206559806015,0.039,2.602
raleigh,8,1.576375,0.6962005705075227,0.518,2.918
bryce,15,1.0834666666666668,0.6961993839570833,0.048,2.476
marched,77,1.0523636363636364,0.6961624476247485,0.05,2.762
nursed,16,1.1163750000000001,0.6961294666762786,0.227,2.801
vigor,24,1.359,0.6961130176439264,0.0,2.533
enthusiasts,4,1.988,0.6960994900156154,1.114,3.021
thornton,43,1.1411162790697673,0.6960589459568922,0.09,2.96
weary,101,1.079881188118812,0.6960527931372964,0.049,3.424
improperly,2,1.428,0.6960000000000001,0.732,2.124
extort,8,1.1057500000000002,0.6959960039396779,0.237,2.41
exasperating,6,1.624666666666667,0.695966873413447,0.734,2.608
geryon,4,1.516,0.6959497108268672,0.588,2.402
motor,51,1.052941176470588,0.6959328458634189,0.054,2.903
quoted,18,1.220611111111111,0.6959233785162214,0.166,3.015
clings,5,0.8084,0.6959082123383801,0.217,2.054
unkind,15,1.2752666666666665,0.6958948643453422,0.435,3.067
enderley,8,0.79925,0.6958882363569598,0.021,1.963
features,90,1.1352,0.6958771954239563,0.139,3.072
friendship,110,1.1748090909090905,0.6958721472884949,0.062,3.755
stems,15,1.0116666666666665,0.6957627628884879,0.054,2.221
adam,61,1.0275901639344263,0.6957448273765926,0.123,3.304
shawl,16,1.384875,0.6957388945394672,0.344,2.598
burnes,3,1.2513333333333334,0.6957089110316821,0.587,2.212
ideal,71,1.0075774647887323,0.695698021383526,0.092,4.004
writing,146,1.0191438356164384,0.695685943056283,0.083,4.025
subspace,7,1.062,0.6956721313131025,0.383,2.523
evidently,195,1.3309641025641026,0.6956448133952281,0.136,3.996
nieces,9,0.89,0.6955750618493066,0.105,2.24
defined,25,1.3434799999999998,0.6955226593001841,0.043,2.915
pain,195,1.4636666666666664,0.6955068815060151,0.023,3.817
effie,5,1.3586,0.6955011430616056,0.593,2.207
enchantments,2,1.9905,0.6955,1.295,2.686
departures,2,1.7635,0.6955,1.068,2.459
examine,47,1.4154468085106384,0.6954157430496549,0.366,3.965
tawdry,4,1.45975,0.6954151188319103,0.498,2.392
aged,51,1.1483921568627449,0.6954146478810357,0.0,2.875
volition,10,1.5459,0.6954113099454164,0.308,2.347
despise,19,2.0966842105263157,0.6953809295049107,0.724,3.049
trickle,3,1.4453333333333334,0.6953456374750298,0.697,2.372
culprit,11,1.4760909090909093,0.6953151613144353,0.494,2.732
approaching,101,1.2752772277227722,0.6953037674897093,0.164,3.085
quickly,364,1.1280329670329672,0.6952800518938584,0.002,3.661
exhibition,32,1.171,0.6952787660356097,0.124,3.156
dron,4,1.24525,0.6952022637333686,0.573,2.349
calais,9,1.5308888888888887,0.6951993230473057,0.749,2.814
smell,70,1.1119714285714286,0.6951560969909374,0.0,2.872
belongs,67,1.2265522388059702,0.695139270563865,0.187,2.987
marshal,14,1.3698571428571429,0.6951092264778924,0.12,2.947
yields,11,1.1696363636363636,0.6950951893906687,0.426,2.599
succession,38,1.539657894736842,0.6950922799893774,0.371,3.811
spurring,4,1.8725,0.6950865054077803,1.015,2.684
collecting,12,1.1818333333333333,0.695055493388038,0.377,2.705
greatest,210,1.3489142857142857,0.695053853539226,0.069,3.505
main,143,0.996,0.6950409758006776,0.0,3.368
patient,78,1.3763589743589744,0.6950312661175749,0.268,3.735
hauteur,2,1.481,0.6950000000000001,0.786,2.176
begets,2,0.908,0.6950000000000001,0.213,1.603
brass,46,1.2001304347826087,0.6949978294834938,0.14,3.23
causing,24,1.7088750000000001,0.6949913855880996,0.301,3.235
swift,101,1.2564653465346536,0.6949658808400673,0.0,3.238
intelligent,79,1.413113924050633,0.6949556581308955,0.247,2.799
scrubbing,4,1.4757500000000001,0.6949432980466823,0.588,2.538
divinely,3,1.0490000000000002,0.6949335699667032,0.524,2.031
chastised,5,1.3963999999999999,0.6949122534536285,0.593,2.509
lately,63,0.9522063492063493,0.6948996081136563,0.001,2.651
pilcher,3,1.0113333333333334,0.6948958355194124,0.049,1.665
thinks,100,0.85903,0.6948617625830334,0.002,3.371
precipitately,7,1.4272857142857143,0.6948547051179043,0.282,2.132
foresaw,13,1.9190769230769231,0.6947777133773918,0.818,3.616
intention,91,1.237989010989011,0.6947751078073336,0.077,3.609
praise,66,1.3935303030303032,0.6947661961145956,0.176,3.726
flats,9,1.2237777777777776,0.6946533552431868,0.374,2.839
mails,8,1.4602499999999998,0.6946532858196238,0.481,2.545
beaches,6,1.2281666666666664,0.6946345362051105,0.34,1.987
yielded,33,1.4319696969696971,0.6946115323689264,0.142,2.976
nether,5,0.9773999999999999,0.6946082636997634,0.15,1.934
wins,6,0.9226666666666666,0.6945986051110542,0.0,1.914
protest,68,1.4743088235294115,0.6945689153406157,0.208,3.089
hisself,3,1.2976666666666667,0.6945623722092127,0.373,2.047
lacked,14,1.0919285714285714,0.6945584891842869,0.285,2.161
paint,44,1.100772727272727,0.6945506350949107,0.005,3.225
elected,29,1.2654482758620689,0.6945246246326802,0.224,3.069
combats,2,1.3755,0.6944999999999999,0.681,2.07
particle,12,1.2186666666666668,0.6944883408348591,0.401,2.935
womankind,3,1.6920000000000002,0.694481581229241,1.109,2.668
constitution,101,1.3622178217821783,0.6944769896744849,0.115,3.035
glistened,4,1.20925,0.6944697167623654,0.494,2.359
enable,39,1.2654615384615382,0.6944322102801369,0.21,3.154
enrich,3,1.337,0.6944211018299102,0.807,2.318
conall,24,1.437625,0.6943767476725681,0.32,2.815
grannie,12,1.3968333333333334,0.6943679180056892,0.135,2.54
accorded,9,1.246888888888889,0.6943001983523401,0.582,2.781
theories,25,1.37884,0.6942614884897477,0.12,2.868
block,48,1.0023958333333334,0.6942467662745279,0.013,2.949
thread,53,1.2283584905660376,0.6942391544417426,0.069,3.314
considerable,139,1.6433525179856117,0.6941796241256392,0.115,3.252
choked,30,1.6545666666666667,0.6941345538790652,0.246,2.979
rush,80,1.1115375,0.6940801996842656,0.165,2.927
shaking,75,1.2533866666666666,0.6940535597648226,0.056,2.873
whisk,5,1.232,0.694038903808713,0.154,1.797
nectar,5,0.8746,0.6940151583358969,0.071,2.02
availed,12,1.3643333333333334,0.6940046029306209,0.648,3.159
contusions,2,1.5060000000000002,0.6940000000000001,0.812,2.2
shredded,2,0.8300000000000001,0.6940000000000001,0.136,1.524
calcite,2,1.327,0.694,0.633,2.021
pasty,11,1.4388181818181818,0.6939854358154549,0.572,3.106
facile,6,1.0988333333333333,0.6939652769091228,0.245,2.324
sarcastic,16,1.3042500000000001,0.6939637508544665,0.14,2.548
scrooge,87,1.2151839080459772,0.6939627259647346,0.086,3.687
shoulder,179,1.196709497206704,0.6939613874188093,0.0,3.55
georgina,22,1.036318181818182,0.6939535212601933,0.123,3.108
high,636,1.2812154088050316,0.69394964914519,0.0,4.388
whereas,44,1.1684090909090907,0.69392481640769,0.01,3.432
wheres,33,1.4086666666666667,0.693890816084537,0.193,2.786
peasants,66,1.326151515151515,0.6938829750784817,0.205,3.02
prison,116,1.1685258620689658,0.6938623715914157,0.031,2.846
evacuate,4,1.4115,0.6938495874467319,0.763,2.577
milburgh,19,1.0261052631578946,0.6938387416727199,0.177,2.667
reviewed,8,0.977625,0.6938376858999517,0.006,1.929
canary,18,1.1818333333333333,0.6938323724871239,0.041,2.894
novelty,27,1.1894074074074072,0.6937927569344897,0.018,3.019
irruption,3,1.2296666666666665,0.6937633282002987,0.565,2.187
ann,24,0.5764166666666667,0.693749409409158,0.0,2.516
orbits,9,0.9821111111111109,0.693708463332231,0.272,2.524
hobbled,9,1.145,0.693691734289967,0.296,2.19
satisfy,56,1.105017857142857,0.6936897848017263,0.227,3.409
inquisitive,12,1.054166666666667,0.6936681283021602,0.259,2.896
seats,34,0.9196176470588235,0.6936468000488383,0.0,2.925
fictitious,7,1.4157142857142857,0.6936387932564066,0.488,2.546
imploring,9,1.6825555555555554,0.6936368103635778,0.734,3.093
waiting,284,1.071862676056338,0.6936038404450791,0.0,3.146
curses,13,1.7740769230769229,0.6935671961831109,0.742,2.872
shovels,4,1.46675,0.6935522240610291,0.32,2.146
determination,49,1.5326938775510204,0.6935332843441098,0.189,3.3
partner,44,1.2989090909090908,0.6935183296450924,0.27,2.958
ogres,2,1.3135000000000001,0.6935000000000001,0.62,2.007
shields,10,1.3919,0.6934961355335731,0.197,2.247
amused,42,1.0818333333333332,0.6934719727459264,0.0,2.705
native,87,0.9397816091954022,0.6934043027109799,0.0,3.325
door,1081,1.0882525439407955,0.6933963363310223,0.0,4.145
seizing,14,1.5177857142857143,0.6933954940901259,0.528,2.809
tonia,13,1.0048461538461537,0.6933858783760749,0.307,3.13
unreasoning,3,1.4453333333333334,0.693378844660134,0.51,2.168
